iter	Logloss
180	0.3592044556
181	0.3590632851
182	0.358965671
183	0.3588288874
184	0.3586928299
185	0.3586085511
186	0.3584718864
187	0.3584007198
188	0.3582851547
189	0.3581640554
190	0.35805565
191	0.3579601473
192	0.3578055577
193	0.3576902659
194	0.3575562097
195	0.3574485607
196	0.3573043819
197	0.3572304497
198	0.3571163471
199	0.3569909592
200	0.3569110134
201	0.3567795071
202	0.3566437539
203	0.3565670448
204	0.3564793116
205	0.356360687
206	0.3562275988
207	0.356144786
208	0.3560171577
209	0.3558998512
210	0.3557945448
211	0.3556915469
212	0.3555802003
213	0.3554568132
214	0.3553326708
215	0.355217746
216	0.3551158639
217	0.3550219242
218	0.3549314287
219	0.3548065018
220	0.3546653484
221	0.3545646273
222	0.354436811
223	0.3543041349
224	0.3541899235
225	0.3540948643
226	0.3539743938
227	0.3538546132
228	0.3537608735
229	0.3535944496
230	0.3534377391
231	0.3533291513
232	0.3532148628
233	0.3531246958
234	0.3529948486
235	0.3528406082
236	0.3527455084
237	0.3526147107
238	0.3525156032
239	0.3524002573
240	0.3522913486
241	0.3521962724
242	0.3521092717
243	0.3520059669
244	0.3518824836
245	0.3517601572
246	0.3516553763
247	0.3515728071
248	0.3514240266
249	0.3512863095
250	0.3511810761
251	0.3510691556
252	0.3509155787
253	0.3508315027
254	0.3507098359
255	0.3505808045
256	0.3504574653
257	0.3503416225
258	0.3502169965
259	0.350086662
260	0.3499483116
261	0.3498396586
262	0.3497608967
263	0.3496724645
264	0.3495569992
265	0.3494368851
266	0.3493061796
267	0.3491807574
268	0.3490308047
269	0.3489287415
270	0.3487654949
271	0.3486124768
272	0.3485073048
273	0.3484070828
274	0.3482910795
275	0.3481824062
276	0.3480825591
277	0.3479568311
278	0.3478295383
279	0.3477362585
280	0.3476467086
281	0.3475537274
282	0.347454579
283	0.3473445538
284	0.3472346832
285	0.3471390054
286	0.3469600955
287	0.3468370963
288	0.3466973922
289	0.3465645668
290	0.3464491116
291	0.3463569247
292	0.3462123605
293	0.3461073344
294	0.3460017467
295	0.3459052899
296	0.3457880424
297	0.3456714385
298	0.3455309726
299	0.3454492116
300	0.3453246384
301	0.3452249664
302	0.3450988343
303	0.3449909967
304	0.3448485161
305	0.3447375439
306	0.3446329944
307	0.344522891
308	0.3443847377
309	0.3442802303
310	0.3441791966
311	0.3440878507
312	0.343951027
313	0.3438357304
314	0.343734005
315	0.3435637044
316	0.343408319
317	0.3432905775
318	0.3431788678
319	0.3430401026
320	0.3429294017
321	0.3428170341
322	0.3427195468
323	0.3425938959
324	0.3424805741
325	0.3424026023
326	0.3422297758
327	0.3420833536
328	0.3419833627
329	0.3418770718
330	0.3417539138
331	0.3416465118
332	0.341559402
333	0.3414410175
334	0.3413270664
335	0.3411916172
336	0.3410574229
337	0.3409087491
338	0.3407859944
339	0.3406116876
340	0.3404912522
341	0.3403950244
342	0.3402849869
343	0.3401494029
344	0.3400429457
345	0.3399226631
346	0.3397968905
347	0.3396880086
348	0.3395501592
349	0.3394261712
350	0.3393014249
351	0.3392109912
352	0.3390526294
353	0.3389517854
354	0.3388310542
355	0.3387267904
356	0.3386001963
357	0.3384581725
358	0.3383612266
359	0.3382608863
360	0.3381474306
361	0.3380177689
362	0.3378966221
363	0.3377531615
364	0.3376498966
365	0.3375384882
366	0.3374135246
367	0.3373030598
368	0.3372105015
369	0.3371006236
370	0.3369915085
371	0.3368578317
372	0.3367599785
373	0.3366498344
374	0.3365376562
375	0.3364307888
376	0.3363066524
377	0.3362293144
378	0.3360857782
379	0.3359518956
380	0.3358359301
381	0.3357478762
382	0.3355870313
383	0.335491733
384	0.3353756601
385	0.3352194202
386	0.3351285289
387	0.3349743651
388	0.3348228542
389	0.3347279747
390	0.33463491
391	0.3344961218
392	0.3343825696
393	0.3342865321
394	0.334171707
395	0.3340639631
396	0.3339518546
397	0.3338209544
398	0.3337106021
399	0.333611446
400	0.3335265814
401	0.3334237504
402	0.3332801861
403	0.3331824195
404	0.3330561344
405	0.3329217514
406	0.3327849151
407	0.3326824873
408	0.3325455123
409	0.3324115485
410	0.3322677835
411	0.3321747447
412	0.331999223
413	0.3318713452
414	0.3317685366
415	0.3316953105
416	0.3315754919
417	0.3314846932
418	0.3314004013
419	0.3312859641
420	0.3311902707
421	0.331094875
422	0.3310215365
423	0.3309376335
424	0.3308090836
425	0.3306864195
426	0.3305796555
427	0.3305112482
428	0.3303814114
429	0.33025608
430	0.3301285239
431	0.3300115562
432	0.3299008012
433	0.3297942685
434	0.329672677
435	0.3295923464
436	0.329450444
437	0.3293357748
438	0.3292403727
439	0.3291067032
440	0.3290139582
441	0.3289235825
442	0.3288175571
443	0.3286678682
444	0.3285783064
445	0.3284869256
446	0.328353543
447	0.3282851228
448	0.3281858345
449	0.3280407215
450	0.3279549367
451	0.3278517246
452	0.3277369094
453	0.3276052232
454	0.3274787706
455	0.3273606348
456	0.3272286295
457	0.3271031935
458	0.326985432
459	0.3268357129
460	0.3267380125
461	0.3266218409
462	0.3265307558
463	0.3264014922
464	0.3262698139
465	0.3261611782
466	0.3260434592
467	0.3259240657
468	0.3257857874
469	0.3256371673
470	0.325549985
471	0.325455092
472	0.3253754086
473	0.3252963791
474	0.3251932772
475	0.3250893136
476	0.3249669904
477	0.3248735732
478	0.3247942478
479	0.3246937796
480	0.3245641756
481	0.324471937
482	0.3244053705
483	0.3243333963
484	0.324250633
485	0.3241745418
486	0.3240822823
487	0.3239637437
488	0.3238304167
489	0.3237309237
490	0.3236549942
491	0.3235480046
492	0.3234488183
493	0.3233456095
494	0.3232399289
495	0.3231393102
496	0.3229786874
497	0.3229094354
498	0.3227575175
499	0.3226764625
500	0.3225300083
501	0.3224256744
502	0.322315146
503	0.3221941421
504	0.3220801785
505	0.3219792241
506	0.3218526478
507	0.3217430924
508	0.321638564
509	0.3215425732
510	0.3214412023
511	0.3213041966
512	0.3212434977
513	0.3211427423
514	0.3210021038
515	0.3209194614
516	0.3208229903
517	0.3207000411
518	0.3205848545
519	0.3204854753
520	0.3203940224
521	0.3202811917
522	0.3201550417
523	0.3200692038
524	0.3199845058
525	0.3198941443
526	0.3198205518
527	0.3196933754
528	0.319586806
529	0.3194721744
530	0.3193545212
531	0.3192237045
532	0.3191206708
533	0.3190249678
534	0.318918662
535	0.3188185845
536	0.3187074276
537	0.3185892066
538	0.3184873031
539	0.318406339
540	0.3183308897
541	0.3181990902
542	0.3181082929
543	0.3180240907
544	0.3179369314
545	0.3178744094
546	0.3177817336
547	0.3176738189
548	0.3175309596
549	0.3174231772
550	0.3173043334
551	0.3172043196
552	0.3170733132
553	0.3169705469
554	0.316836664
555	0.3167075767
556	0.3166523819
557	0.3165566519
558	0.3164523534
559	0.316363827
560	0.3162892144
561	0.3162133301
562	0.3161211148
563	0.316020632
564	0.3158738627
565	0.3157758196
566	0.3156624553
567	0.315578653
568	0.3154807937
569	0.3153327173
570	0.3151725596
571	0.3150388567
572	0.3149307368
573	0.3148180392
574	0.3146971102
575	0.3146061457
576	0.3145121693
577	0.3144593867
578	0.3143903412
579	0.314288883
580	0.3142162311
581	0.3141588447
582	0.3140392214
583	0.3139823614
584	0.3138471279
585	0.3137391094
586	0.3136252719
587	0.313567655
588	0.3134539288
589	0.3133700894
590	0.3132821483
591	0.3131811092
592	0.3130899962
593	0.3130316222
594	0.3129771961
595	0.3128919804
596	0.3127999144
597	0.3126790017
598	0.3125596324
599	0.312481737
600	0.3124097591
601	0.3123298826
602	0.3122044613
603	0.3121402747
604	0.3120399874
605	0.3119312002
606	0.311803858
607	0.3117146166
608	0.3115746676
609	0.3114930642
610	0.3114083534
611	0.3112971917
612	0.3111726082
613	0.3110837533
614	0.3109467771
615	0.3108494315
616	0.3107836033
617	0.3106653721
618	0.3105813769
619	0.3105022104
620	0.3103922018
621	0.3103196043
622	0.3102123682
623	0.3100800712
624	0.3099666634
625	0.3098779055
626	0.3097897835
627	0.3096886537
628	0.3095891635
629	0.3095054544
630	0.3094056812
631	0.3092890703
632	0.3092261379
633	0.3091534517
634	0.3090666081
635	0.3089605736
636	0.3088638453
637	0.3087457755
638	0.3086282337
639	0.3085176793
640	0.3083881971
641	0.3082834194
642	0.3081974136
643	0.3080854928
644	0.3080114562
645	0.3079308402
646	0.3078540596
647	0.3077524423
648	0.3076636106
649	0.307592472
650	0.3074655425
651	0.3073795795
652	0.3072443873
653	0.3071241045
654	0.3070724013
655	0.3069916924
656	0.3068982473
657	0.3068033645
658	0.3067306905
659	0.3066339991
660	0.3065438995
661	0.3064836816
662	0.306380266
663	0.3062912287
664	0.306178838
665	0.3060706874
666	0.305995521
667	0.3059234985
668	0.3058581052
669	0.3057917999
670	0.3056792382
671	0.3055781982
672	0.30548561
673	0.3054173551
674	0.3052816952
675	0.30517933
676	0.3050887512
677	0.304965262
678	0.3049025228
679	0.3048427113
680	0.3047103193
681	0.3046121994
682	0.3045463021
683	0.304478735
684	0.304379737
685	0.3043032925
686	0.3041817394
687	0.3041012842
688	0.3040222865
689	0.3039464578
690	0.3038636319
691	0.3037684533
692	0.3036652033
693	0.3035548895
694	0.3034652464
695	0.3032971376
696	0.3031880303
697	0.3030873576
698	0.3030190176
699	0.3029152518
700	0.3028356622
701	0.3027514538
702	0.3026281715
703	0.302507093
704	0.3024335535
705	0.3023411545
706	0.3022454738
707	0.3021667161
708	0.302078771
709	0.3019763203
710	0.3018817478
711	0.3017826754
712	0.3017137451
713	0.3016486007
714	0.3015752248
715	0.3014900719
716	0.3013621418
717	0.3012739902
718	0.3011516893
719	0.3010304799
720	0.3009617134
721	0.3008448547
722	0.3007471502
723	0.3006752845
724	0.3005733613
725	0.3004902273
726	0.3003809065
727	0.3003256621
728	0.300226371
729	0.3001263813
730	0.3000503409
731	0.299930619
732	0.2998470764
733	0.2997623366
734	0.299648197
735	0.2995494428
736	0.2994488815
737	0.2993923737
738	0.2993223668
739	0.2992436669
740	0.299135877
741	0.2990580938
742	0.2989642718
743	0.2988628176
744	0.2987705479
745	0.2986835882
746	0.2985530347
747	0.2984620492
748	0.2983742426
749	0.2983160906
750	0.2981982335
751	0.2980988623
752	0.2980034859
753	0.2979016821
754	0.2978465298
755	0.2977289485
756	0.297608439
757	0.2975276221
758	0.2974236613
759	0.2972987453
760	0.2972222658
761	0.2971714539
762	0.297086442
763	0.2969897223
764	0.2969184709
765	0.2968174602
766	0.2967139131
767	0.2966110289
768	0.2965036248
769	0.2964148706
770	0.2963304432
771	0.2962392016
772	0.2961673362
773	0.2960848979
774	0.2959960445
775	0.2958394987
776	0.29573329
777	0.2956425967
778	0.2955613367
779	0.2954630936
780	0.2953777528
781	0.2952616311
782	0.2951811283
783	0.2950975731
784	0.2950125329
785	0.2949629628
786	0.2948329854
787	0.2947512003
788	0.2946724736
789	0.2945865919
790	0.2944913967
791	0.2943647895
792	0.2942659195
793	0.2941631858
794	0.2940981437
795	0.2939954223
796	0.2939118499
797	0.2937826463
798	0.2937039199
799	0.2935716053
800	0.2934973395
801	0.2934265084
802	0.2933194561
803	0.2932499843
804	0.2931711179
805	0.293059598
806	0.2929714533
807	0.2928382614
808	0.2927371443
809	0.2926247525
810	0.2925258795
811	0.2924337505
812	0.2923526297
813	0.2922689696
814	0.2921824384
815	0.2921025426
816	0.2920031017
817	0.2919043612
818	0.2918058786
819	0.2917032843
820	0.2916127113
821	0.2915341775
822	0.2914775765
823	0.2913671286
824	0.291281173
825	0.2912036141
826	0.29112671
827	0.2910618916
828	0.2909443873
829	0.2908673597
830	0.2907766397
831	0.2906681097
832	0.2905792216
833	0.2905056031
834	0.2904036259
835	0.2903055781
836	0.2902333709
837	0.2901370199
838	0.2900659182
839	0.2900052606
840	0.2899327011
841	0.2898639234
842	0.2897609837
843	0.2896657417
844	0.2895636294
845	0.2894767688
846	0.2893945345
847	0.2892723543
848	0.2891946345
849	0.2890970471
850	0.2890137623
851	0.2888969298
852	0.288805445
853	0.288669615
854	0.2885688057
855	0.288510649
856	0.2884656931
857	0.2884011384
858	0.288316566
859	0.2881979101
860	0.2880911991
861	0.2880239243
862	0.287919142
863	0.2878017892
864	0.2876979158
865	0.2876243048
866	0.2875570944
867	0.287449943
868	0.2873895174
869	0.2872788703
870	0.2871749932
871	0.2871214156
872	0.2870562285
873	0.2869777212
874	0.2868815979
875	0.2868056498
876	0.2867105366
877	0.2866164525
878	0.2865385264
879	0.2864503472
880	0.2864071495
881	0.286341531
882	0.2862398737
883	0.2861711001
884	0.2860697568
885	0.2859907813
886	0.2859331058
887	0.2858798246
888	0.2858126464
889	0.2857091526
890	0.2856169051
891	0.2855221188
892	0.2854415716
893	0.2853615079
894	0.2852808198
895	0.2851711005
896	0.2850341706
897	0.2849380897
898	0.284859337
899	0.284765196
900	0.28468219
901	0.2845946072
902	0.2845118892
903	0.284442654
904	0.2843742678
905	0.2843092819
906	0.2842264364
907	0.2841561669
908	0.2840883698
909	0.283978786
910	0.2838708097
911	0.2837891458
912	0.2836971673
913	0.2835640227
914	0.283488804
915	0.2834240418
916	0.2833530848
917	0.28327312
918	0.2831793515
919	0.2831174945
920	0.2830242056
921	0.2829474325
922	0.2828500279
923	0.2827895645
924	0.2827405437
925	0.2826315817
926	0.2825330659
927	0.2824685445
928	0.2823642372
929	0.2822912457
930	0.2822324073
931	0.2821574814
932	0.2820987582
933	0.2820015822
934	0.2819379402
935	0.2818132803
936	0.2817516937
937	0.2816490599
938	0.2815864755
939	0.2815076221
940	0.2814243588
941	0.2813709773
942	0.2812831923
943	0.2812009214
944	0.2811298846
945	0.2810708487
946	0.2810070469
947	0.2809158467
948	0.2808322595
949	0.2807576407
950	0.2806982346
951	0.280612269
952	0.2805526281
953	0.2805018827
954	0.2803982983
955	0.2803258201
956	0.2802611708
957	0.2801804501
958	0.2800986594
959	0.2799906389
960	0.2798935456
961	0.2798176961
962	0.279749154
963	0.2796790922
964	0.2795710655
965	0.2795146875
966	0.2794168041
967	0.2793241586
968	0.2792802324
969	0.2791978047
970	0.27914278
971	0.2790642991
972	0.2790071213
973	0.2789554454
974	0.2788812276
975	0.2788635123
976	0.2787815927
977	0.2787186108
978	0.2786308679
979	0.2785228469
980	0.2784879199
981	0.2784425724
982	0.2783561277
983	0.2782639028
984	0.278201284
985	0.2780831908
986	0.2779731055
987	0.2778787552
988	0.2778103662
989	0.2777214439
990	0.2776444992
991	0.2775889861
992	0.2774971238
993	0.2774523808
994	0.277381774
995	0.277312647
996	0.2772492761
997	0.2771394438
998	0.2770733742
999	0.2770218865
